X1,Brand,Name,Old.Price,New.Price,ml,Concentration,Department,Scents,Base,Middle,Item.Rating,Seller,Seller.Rating,Number.Of.Sellers.Ratings,Change.In.Price,Change.In.Price.Percentage,Rating.Numbers
863,Dior,Sauvage,430,208.25,100,EDT,Men,Spicy,"Ambroxan, Cedar, Labdanum","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Geranium, Patchouli, Elemi",4.6,Spicebomb,3.9,66,221.75,51.57,66
864,CAROLINA HERRERA,212 Sexy,330,104.5,100,EDT,Men,Vanilla,"Sensual Oriental Character - Gaiac Wood, Sandalwood, Bourbon Vanilla, Musk, Amber","Subtle, Spicy Sensuality - Green Pepper, Floral Petal, Cardamom, Tonka Beans",4.2,Al-Najm,3.7,347,225.5,68.33,347
865,GUCCI,Rush 2,576,361,50,EDT,Women,Floral,"Oakmoss, Musk, Black Currant","Lily, Gardenia, Plam Tree, Narcissus",4.4,Tiffany,4.1,5,215,37.33,5
866,BURBERRY,London,370,167.6,100,EDP,Women,Floral,"Sandalwood, Musk, Patchouli","Tiare Flower, Jasmine, Peony, Clementine Zest",4.8,noon,4.2,98.1K,202.4,54.7,98100
867,HUGO BOSS,Femme,415,139.35,75,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",4.8,Lolita Shop,3.6,23,275.65,66.42,23
868,Jean Paul GAULTIER,Scandal,505,354.95,80,EDP,Women,Floral,"Vanilla, Musk, Labdanum","Tiare Flower, Jasmine, Orange Blossom",4.5,noon,4.2,98.1K,150.05,29.71,98100
869,ARMAND BASI,In Red,275,107.95,100,EDT,Women,Citrus,"Palisander Rosemary, Oakmoss, White Musk, Amber, Vanilla, Praline, Woody notes","Lily, Jasmine, Violet Leaf, Rose, Blackcurrant, Pink Pepper, Peony",4.5,Parvant Store,4.1,76,167.05,60.75,76
870,VERSACE,Eros,430,202,100,EDT,Men,Arabian,"Madagascar Vanilla, Virginian Cedar, Atlas Cedar, Vetiver, Oakmoss","Tonka Bean, Geranium, Ambroxan",4.5,noon,4.2,98.1K,228,53.02,98100
872,GUCCI,Bloom,695,325.65,100,EDP,Women,Floral,Rangoon Creeper,Tuberose,4.6,noon,4.2,98.1K,369.35,53.14,98100
873,GUCCI,Guilty,354,213.95,75,EDT,Women,Floral,"Lily, Wild Strawberry",Litchi,4.8,AMLAQ,3.9,135,140.05,39.56,135
874,GUCCI,Bloom,573,315.85,100,EDP,Women,Floral,Rangoon Creeper,Tuberose,4.2,noon,4.2,98.1K,257.15,44.88,98100
875,VERSACE,Crystal Noir,447,172,90,EDP,Women,Floral and Oriental,"Sandalwood, Cashmeran, Vanilla Pod, Heliotropine","Tuberose, Frangipani, Jasmine Dry",4.4,flower,4.2,98,275,61.52,98
876,HUGO BOSS,Boss The Scent,426,133,100,EDT,Men,Spicy,Leather,"Maninka Fruit, Lavender",4.6,Perfume Ms,4.1,537,293,68.78,537
877,GUCCI,Bloom Nettare Di Fiori,630,329.85,100,EDP,Women,Floral,"Patchoulie, Musk, Schijnhulst","Tuberose, Honeysuckle, Jasmine",4.3,noon,4.2,98.1K,300.15,47.64,98100
879,LACOSTE,L.12.12 Blanc,244,88,100,EDT,Men,Woody,"Leather, Suede, Cedar","Mexican Tuberose, Ylang-Ylang",3.7,hadayiq baris,3.8,122,156,63.93,122
880,LACOSTE,Eau De lacoste,347,91.9,100,EDT,Men,Citrus,"Georgywood, Suede, Vetiver, Cedarwood","Tuberose, Olibanum, Ylang-Ylang",4.2,noon,4.2,98.1K,255.1,73.52,98100
881,Geoffrey Beene,Grey Flannel,105,82.9,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver, Cedar","mimosa, iris, violet, sage, rose, geranium, Narcissus",5,Beautiful Live,4.3,7,22.1,21.05,7
882,Niya,Hawaiian Musk,99,49,100,EDP,Men,Woody,"Musk, Oakmoss, Vanilla","Moroccan Jasmine, Patchouli, Birch, Rose",4.5,noon,4.2,98.1K,50,50.51,98100
883,Genie Collection,Premium,35,14.5,25,EDP,Unisex,Oriental,"Amber, Patchouli, Musk","Tuberose, Ylang-ylang, Jasmine",5,Genie collection,3.8,32,20.5,58.57,32
884,GUESS,Homme,210,98,100,EDT,Men,Spicy,"Patchouli, Sandalwood, Amber, Musk","Vanilla Orchid, Violet Leaves, Vetiver",4.4,Star.perfume,3.5,537,112,53.33,537
886,Niya,Prive Maison Sandalwood,247,99,100,EDP,Men,Woody,"Sandalwood, Vanilla, Musk","Muguet, Violet, Tuberose",4.7,noon,4.2,98.1K,148,59.92,98100
887,Lattafa,Ana Abiyedh Leather,65,47.9,60,EDP,Men,Musk,"Tonka Bean, Guaiac Wood","Vanilla, Cardamom, Saffron",4.6,top langri,3.9,347,17.1,26.31,347
888,Roberto Cavalli,Just Cavalli,357,101.95,90,EDT,Men,Woody,Leather,Vetiver,4.8,noon,4.2,98.1K,255.05,71.44,98100
889,AVON,Tomorrow,130,70,50,EDP,Women,Floral,"Powdery, Floral, Woody, Balsamic, Rose",Musk,4.5,Tiffany,4.1,54,60,46.15,54
890,J.CASANOVA,Plaisir,148,75.75,100,EDP,Women,Oriental,Amber,Musk,4.8,top langri,4.3,347,72.25,48.82,347
891,Givenchy,Pour Homme,375,117.85,100,EDT,Men,Spicy,"Labdanum, Cedar","Vetiver, Lavender Extract",4.7,hadayiq baris,3.8,122,257.15,68.57,122
892,MONTBLANC,Emblem,363,146.6,100,EDT,Men,Spicy,"Tonka Bean, Woody Notes","Violet Leaf, Cinnamon",4.4,noon,4.2,98.1K,216.4,59.61,98100
893,BURBERRY,Burberry Body,499,164.35,85,EDP,Women,Fruity,"Woody Cashmeran, Creamy Vanilla, Amber, Musk.","Natural Rose Absolute, Iris, Warm Sandalwood.",4.8,perfumes--addresses,4.1,59,334.65,67.06,59
894,Calvin Klein,CK One,265,98,200,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar, Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily-Of-The-Valley, Rose",4.5,noon,4.2,98.1K,167,63.02,98100
895,MONTBLANC,Emblem Intense,395,127.5,100,EDT,Men,Spicy,"Patchouli, Tonka Beans, Velvet, Woody Notes","Violet Leaf, Apple, Rose, Cinnamon, Nutmeg",4.2,noon,4.2,98.1K,267.5,67.72,98100
896,MONTBLANC,Emblem,363,146.55,100,EDT,Men,Spicy,"Woody Notes, Tonka Bean","Violet Leaf, Cinnamon",5,noon,4.2,98.1K,216.45,59.63,98100
897,Bill Blass,Nude Natural Spray Colo,114,79.45,100,EDT,Women,Floral,"Sandalwood, Musk, Orris Root, Vetiver","Oakmoss, Jasmine, Ylang-Ylang, Rose, Narcissus",4.7,AMLAQ,3.9,135,34.55,30.31,135
898,HUGO BOSS,Nuit,415,162,75,EDP,Women,Floral,"Sandalwood, Crystal Moss, Warm Woods","Violet, Jasmin, White Florals",4.8,AMLAQ,3.9,135,253,60.96,135
899,Roberto Cavalli,Florence,500,154.95,75,EDP,Women,Floral,"Patchouli, Amber, Musk","Orange Blossom, Hibiscus Seed, Grapefruit Blossom",4.7,noon,4.2,98.1K,345.05,69.01,98100
900,Elizabeth Taylor,White Diamonds,220,118.85,100,EDT,Women,Floral,"Oak Moss, Patchouli, Musk, Sandalwood, Amber","Violet, Rose, Jasmine, Ylang-Ylang",4.3,noon,4.2,98.1K,101.15,45.98,98100
901,DAVIDOFF,Adventure,210,79.6,100,EDT,Men,Woody,"Vetiver, Ceder, WhiteMusk","Warm Spices Of Wild Aromatic Black Sesame, South American Pimento",4.5,noon,4.2,98.1K,130.4,62.1,98100
902,Givenchy,L'Interdit EDP For Wo,550,206.55,80,EDT,Women,Floral,"Vetiver, Patchouli, Ambroxan, Vanilla","Orange Blossom, Jasmine, Tuberose",4.9,Number One,4.1,63,343.45,62.45,63
903,Dolce & Gabbana,3 L'Imperatrice,300,156.75,100,EDT,Women,Floral,"Citrus Wood, Musks, Sandalwood","Watermelon, Cyclamen, Jasmine",4.6,noon,4.2,98.1K,143.25,47.75,98100
904,Roberto,Paradiso Assoluto,515,127.65,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",4.5,noon,4.2,98.1K,387.35,75.21,98100
905,CHLOE,Love Story,535,221.9,75,EDP,Women,Floral,"Musk, Cedar, Cashmirwood, Patchouli","Orange Blossom, Stephanotis, Rose, Black Currant, Peach",4.3,King-Perfume,3.6,450,313.1,58.52,450
906,Roberto Cavalli,Paradiso Assoluto,515,139,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",5,noon,4.2,98.1K,376,73.01,98100
907,Ajmal,Sacrifice,79,75.9,50,EDP,Women,Floral,"Ambergris, Musk","Orange Blossom, Vanilla",4.2,neo lek,3.6,88,3.1,3.92,88
908,Estee Lauder,Beautiful,570,181.2,75,EDP,Women,Floral,"Sandalwood, Vetiver, Amber","Orange Flower, Muguet, Jasmine, Ylang-Ylang",4.6,noon,4.2,98.1K,388.8,68.21,98100
909,Roberto Cavalli,Paradiso Azzuro,499,175,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amberwood, Sandalwood","Wild Jasmine, Watery Notes, Apple, Peach, Rose Tuberose",4.7,AMLAQ,3.9,135,324,64.93,135
910,Roberto Cavalli,Paradiso Azzurro,499,165,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amber wood, Sandalwood, Vanilla","Wild Jasmine, Watery Notes, Apple, Tuberose, Peach, Rose",4.7,Beauty Group,4.2,124,334,66.93,124
911,Roberto Cavalli,Women,430,103,75,EDP,Women,Arabian,"Benzoin, Tonka Beans, Vanilla",Orange Tree Blossom,5,rich&light,3.5,69,327,76.05,69
912,GUESS,Dare,170,75,100,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",4.9,noon,4.2,98.1K,95,55.88,98100
913,Dunhill,Desire Blue,280,68,100,EDT,Men,Fresh,"Tonka Bean, Musk, Amber, Benzoin","Orange, Brazilian Rosewood, Sea Notes",4.3,Modon,3.6,71,212,75.71,71
914,BURBERRY,For Women EDP Natural Sp,378,153.75,100,EDP,Women,Fruity,"Musk, Vanilla","Woody-Floral, Sandalwood, Cedar",4.8,noon,4.2,98.1K,224.25,59.33,98100
915,NINA RICCI,Premier Jour,300,136.45,100,EDP,Women,Fruity,"Sandalwood, Musk, Vanilla, Woodsy Notes","Orchid, Gardenia",4.7,noon,4.2,98.1K,163.55,54.52,98100
916,JOVAN,Musk Cologne Sp,55,19,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,Cute,3.7,1.9K,36,65.45,1900
917,LACOSTE,L.12.12 Blanc-Pure,347,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,noon,4.2,98.1K,252.8,72.85,98100
918,HUGO BOSS,The Scent,535,155,100,EDP,Women,Fruity,Cacao,Osmanthus,4.5,noon,4.2,98.1K,380,71.03,98100
920,PACO RABANNE,Olympéa Intense,485,166.9,80,EDP,Women,Floral,"Ambergris, Cashmere wood, Sandalwood","Paco Rabanne Olympea, Vanilla, Salt",4.8,hadayiq baris,3.8,122,318.1,65.59,122
921,Dolce & Gabbana,3 L'Imperatrice,300,300,100,EDT,Women,Floral,"Citrus Wood, Musks, Sandalwood","Watermelon, Cyclamen, Jasmine",4.6,garmid,3.7,98,0,0,98
922,Mancera,Red Tobacco,590,340,120,EDP,Men,Woody,"Precious Tobacco, Amber, Woody Notes, Vetiver, Vanilla Pods, White Musk","Patchouli Leaves, Jasmine",4.7,Faces,3.7,61,250,42.37,61
923,Lattafa,Oud Mood,119,42.55,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resin, Woody","Patchouli, Caramel, Agarwood",4.6,noon,4.2,98.1K,76.45,64.24,98100
926,GUCCI,Guilty Absolute,515,230,90,EDP,Men,Woody,"Woody Notes, Vetiver","Patchouli, Cypress",4.1,Rayhanti,3.5,537,285,55.34,537
927,VERSACE,Bright Crystal,430,169.95,90,EDT,Women,Floral,"Amber, Musk, Mahogany","Peony, Lotus, Magnolia",4.8,noon,4.2,98.1K,260.05,60.48,98100
929,Dunhill,Custom,330,89.85,100,EDT,Men,Floral,"Virginia Cedar, Incense",Pepper,4.3,noon,4.2,98.1K,240.15,72.77,98100
931,GUESS,Dare,170,75,100,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",4.9,noon,3.7,98.1K,95,55.88,98100
932,DAVIDOFF,Hot Water,215,76.95,110,EDT,Men,Arabian,"Styrax, Benzoin","Pimento, Patchouli",4.6,AMLAQ,3.9,135,138.05,64.21,135
933,BURBERRY,For Women EDP Natural Sp,378,153.75,100,EDP,Women,Fruity,"Musk, Vanilla","Woody-Floral, Sandalwood, Cedar",4.8,garmid,3.7,98,224.25,59.33,98
934,Dolce & Gabbana,K,338,269,100,EDT,Men,Woody,"Blood Orange, Pressed Sicilian Lemon, Juniper Berries","Pimento, Clary Sage, Geranium, Lavandin",4.1,Grass gulf,3.7,98,69,20.41,98
935,JOVAN,Musk Cologne Sp,55,19,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,garmid,3.7,1.9K,36,65.45,1900
937,LACOSTE,L.12.12 Blanc-Pure,347,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,garmid,3.7,98,252.8,72.85,98
938,TED LAPIDUS,Pour Homme,129,44.45,100,EDT,Men,Woody,"Sandalwood, tonka bean, amber, patchouli, musk, oakmoss, cedar, tobacco","Pine tree, honey, orris root, jasmine, caraway, petitgrain, lily-of-the-valley, rose, brazilian rosewood, incense",5,neo lek,3.6,88,84.55,65.54,88
939,HUGO BOSS,Bottled Unlimited,373,126,100,EDT,Men,Vanilla,"Sandalwood, Musk","Pineapple, Rose",4.4,Al-Najm,3.7,347,247,66.22,347
940,GIORGIO ARMANI,Stronger With You,415,170,100,EDT,Men,Vanilla,"Vanilla, Chestnut, Cedar, Amber wood, Guaiac Wood","Pineapple, Sage, Melon, Cinnamon, Lavender",4.5,hadayiq baris,3.8,122,245,59.04,122
941,HUGO BOSS,Ma Vie,415,137.55,75,EDP,Women,Floral,"Cedar, Woody Notes","Pink Freesia, Jasmine, Rose",4.7,AMLAQ,3.9,135,277.45,66.86,135
942,DORALL COLLECTION,Pink Hearts,29,8.15,100,EDT,Women,Floral,"Caramel, Musk, Tonka, Sandalwood, Vanilla","Red Berries, Lily Of The Valley, Licorice, Cotton Candy, Strawberry",4.4,B.A.G,3.7,14.1K,20.85,71.9,14100
943,Givenchy,Xeryus Rouge,455,214.4,100,EDT,Men,Woody,Cedar Wood,Red Pepper,4.8,noon,4.2,98.1K,240.6,52.88,98100
944,Dolce & Gabbana,The Only One 2,614,137.9,100,EDP,Women,Floral,"Tonka, Patchouli, Ambergris, Amber Woods","Red Rose, Violet, Coffee",4.3,hadayiq baris,3.8,122,476.1,77.54,122
945,TESORI D´ORIENTE,White Musk,60,39.95,100,EDT,Men,Woody,"Aldehyde, Jasmine, White Flowers",Rose,4.2,B.A.G,3.7,14.1K,20.05,33.42,14100
946,Mancera,Roses Vanille,446,248.8,120,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk","Rose, Sugar",5,noon,4.2,98.1K,197.2,44.22,98100
947,BURBERRY,My Blush,431,181,50,EDP,Women,Arabian,"Jasmine, Wisteria","Rose Petals, Green Apple, Geranium",4.6,Fnoon,3.7,5,250,58,5
948,BURBERRY,My Burberry Blush,699,199.9,90,EDP,Women,Arabian,"Jasmine, Wisteria","Rose petals, Green apple, Geranium",4.5,noon,4.2,98.1K,499.1,71.4,98100
952,TRI,En Joy,10,9.9,100,EDT,Women,Floral,"Sandalwood, Cedar, Patchoulli, Musk, Benzoin","Rose, Jasmine, Cassis, Peach",4.1,Parisian Store,4.1,425,0.1,1,425
953,Mancera,Rose Greedy,446,269,120,EDP,Unisex,"Rose, Floral","White Musk, Amber, Vanilla, Sugar","Rose, Jasmine, Flowers",4.5,AMLAQ,3.9,135,177,39.69,135
954,DORALL COLLECTION,Oud Maaruf,29,11.49,100,EDT,Men,Arabian,"Sandalwood, musk, woody - amber, patchouli, Oud, dry woody-amber, amber","Rose, raspberry, dried fruits, ylang, geranium, jasmin, orris, muguet, saffron",4,B.A.G,3.7,14.1K,17.51,60.38,14100
955,BURBERRY,Burberry Body Intense,435,152.45,60,EDP,Women,Fruity,"Cashmere Wood, Amber, Vanille, Musk","Rose, Sandalwood, Iris",4.6,noon,4.2,98.1K,282.55,64.95,98100
956,Mancera,Roses Vanille,450,285,120,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk","Rose, Sugar",4.9,AMLAQ,3.9,135,165,36.67,135
957,Mancera,Roses Vanille,450,239.95,120,EDP,Women,Arabian,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",4.7,noon,4.2,98.1K,210.05,46.68,98100
958,Dunhill,Desire,276,84.25,100,EDT,Men,Fresh,"Vanilla, Musk","Rose, Teak Wood, Patchouli",4.5,S2021,3.5,23,191.75,69.47,23
959,Parfums Gres,Cabotine,135,75,100,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk, Amber","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet, Iris",4.8,AMLAQ,3.9,135,60,44.44,135
960,Alina Corel,Monsieur Oud,51,30.95,100,EDP,Unisex,Musk,"Cedar, Musk","Rose, Water",4.5,noon,4.2,98.1K,20.05,39.31,98100
961,GIORGIO ARMANI,Si Passione EDP For Wo,630,235.45,100,EDP,Women,Floral,"Cedar, Vanilla, Patchouli","Rose, Jasmine, Heliotrope, Pineapple",5,Parfume-Stor,4.1,347,394.55,62.63,347
962,Yves Saint Laurent,Kouros Silver,540,190,100,EDT,Men,Fruity,"Amber, Woody Notes",Sage,4.5,Queen Beauty,3.5,5,350,64.81,5
964,DAVIDOFF,Cool Water,150,71.75,75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",4.1,noon,4.2,98.1K,78.25,52.17,98100
965,DAVIDOFF,Cool Water,315,85.5,125,EDT,Men,Fresh,"Musk, Oakmoss, Cedar, Tobacco, Amber","Sandalwood, Jasmine, Neroli, Geranium",3.7,Lolita Shop,3.6,5,229.5,72.86,5
966,BVLGARI,Aqva Marine Pour Homme,331,163.95,100,EDT,Men,Citrus,"Virginia Cedar, Amber","Seaweed, Rosemary, Water Notes",4.8,hadayiq baris,3.8,122,167.05,50.47,122
967,Dior,Sauvage,430,208.25,100,EDT,Men,Spicy,"Ambroxan, Cedar, Labdanum","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Geranium, Patchouli, Elemi",4.6,Spicebomb,3.5,66,221.75,51.57,66
968,GUESS,Marciano,150,80.7,100,EDT,Men,Spicy,"Woody, Spicy","Spicy, Lavenday, Sage",4.7,AMLAQ,3.9,135,69.3,46.2,135
970,CAROLINA HERRERA,212 Sexy,330,104.5,100,EDT,Men,Vanilla,"Sensual Oriental Character - Gaiac Wood, Sandalwood, Bourbon Vanilla, Musk, Amber","Subtle, Spicy Sensuality - Green Pepper, Floral Petal, Cardamom, Tonka Beans",4.2,Al-Najm,3.7,347,225.5,68.33,347
971,BVLGARI,Petits Et Mamans,254,193.95,100,EDT,Women,Floral,"Iris, Vanilla, White Peach, Powdery Notes","Sunflower, Chamomile, Rose",4.8,noon,4.2,98.1K,60.05,23.64,98100
972,Justcavalli,Just Cavalli,385,131.4,75,EDT,Women,Floral,"Cuddly, Creamy Rosewood",Tahitian Tiare Flowers,4.6,Star.perfume,3.9,537,253.6,65.87,537
973,Jean Paul GAULTIER,Scandal,505,354.95,80,EDP,Women,Floral,"Vanilla, Musk, Labdanum","Tiare Flower, Jasmine, Orange Blossom",4.5,noon,4.2,98.1K,150.05,29.71,98100
974,GUCCI,Bloom Aqua Di Fiori,515,311.8,100,EDT,Women,Fruity,Jasmine,Tuberose,4.7,noon,4.2,98.1K,203.2,39.46,98100
975,GUCCI,Bloom,695,325.65,100,EDP,Women,Floral,Rangoon Creeper,Tuberose,4.6,noon,4.2,98.1K,369.35,53.14,98100
976,VERSACE,Crystal Noir,447,172,90,EDP,Women,Floral and Oriental,"Sandalwood, Cashmeran, Vanilla Pod, Heliotropine","Tuberose, Frangipani, Jasmine Dry",4.4,flower,3.7,98,275,61.52,98
977,GUCCI,Bloom Nettare Di Fiori,630,329.85,100,EDP,Women,Floral,"Patchoulie, Musk, Schijnhulst","Tuberose, Honeysuckle, Jasmine",4.3,noon,4.2,98.1K,300.15,47.64,98100
979,CAROLINA HERRERA,Good Girl,565,168,80,EDP,Women,Arabian,"Tonka Bean, Cocoa","Tuberose, Jasmine Sambac",4.1,hadayiq baris,3.8,122,397,70.27,122
980,Genie Collection,Premium,35,14.5,25,EDP,Unisex,Oriental,"Amber, Patchouli, Musk","Tuberose, Ylang-ylang, Jasmine",5,Genie collection,3.7,32,20.5,58.57,32
981,Rasasi,Oud Al-Mubakhar,40,30.85,100,EDP,Men,Arabian,"Sandalwood, Tonka Bean, Musk, Patchouli","Turkish Rose, Violet, Geranium",4,noon,4.2,98.1K,9.15,22.88,98100
982,Roberto Cavalli,Nero Assoluto,264,129.55,75,EDP,Women,Arabian,"Ebony, Woodsy Notes",Vanilla,5,noon,4.2,98.1K,134.45,50.93,98100
983,Roberto Cavalli,Nero Assoluto,515,105,75,EDP,Women,Arabian,"Ebony, Woody Notes",Vanilla,4.6,noon,4.2,98.1K,410,79.61,98100
984,GUESS,Homme,210,98,100,EDT,Men,Spicy,"Patchouli, Sandalwood, Amber, Musk","Vanilla Orchid, Violet Leaves, Vetiver",4.4,Star.perfume,3.9,537,112,53.33,537
985,Lattafa,Ana Abiyedh Leather,65,47.9,60,EDP,Men,Musk,"Tonka Bean, Guaiac Wood","Vanilla, Cardamom, Saffron",4.6,top langri,4.3,347,17.1,26.31,347
986,Roberto Cavalli,Just Cavalli,357,101.95,90,EDT,Men,Woody,Leather,Vetiver,4.8,noon,4.2,98.1K,255.05,71.44,98100
987,HUGO BOSS,Bottled Night,688,250,200,EDT,Men,Woody,"Musk, Woody Notes",Violet,4.5,Lady Style,3.6,5,438,63.66,5
988,MONTBLANC,Emblem,363,146.6,100,EDT,Men,Spicy,"Tonka Bean, Woody Notes","Violet Leaf, Cinnamon",4.4,noon,4.2,98.1K,216.4,59.61,98100
989,MONTBLANC,Emblem,363,146.55,100,EDT,Men,Spicy,"Woody Notes, Tonka Bean","Violet Leaf, Cinnamon",5,noon,4.2,98.1K,216.45,59.63,98100
990,HUGO BOSS,Nuit,415,162,75,EDP,Women,Floral,"Sandalwood, Crystal Moss, Warm Woods","Violet, Jasmin, White Florals",4.8,AMLAQ,3.9,135,253,60.96,135
991,Elizabeth Taylor,White Diamonds,220,118.85,100,EDT,Women,Floral,"Oak Moss, Patchouli, Musk, Sandalwood, Amber","Violet, Rose, Jasmine, Ylang-Ylang",4.3,noon,4.2,98.1K,101.15,45.98,98100
992,Marc Jacobs,Daisy Eau So Fresh,330,179.4,125,EDT,Women,Fruity,"Musk, Plum, Cedarwood","Violet, Wild Rose, Apple Blossom, Lychee, Jasmine Petals",5,noon,4.2,98.1K,150.6,45.64,98100
993,CARTIER,Pasha Edition Noir,478,198.55,100,EDT,Men,Oriental,"Woody Amber, Cedar Accords","Warm, Cuddly Aromas",4.6,AMLAQ,3.9,135,279.45,58.46,135
994,MONTBLANC,Legend Spirit,342,140,100,EDT,Men,Citrus,"White Musk, white wood, Cashmere Wood, Oakmoss","Water Notes, Lavender, Cardamom",4.7,hadayiq baris,3.8,122,202,59.06,122
995,BVLGARI,Petits Et Mamans,327,197.75,100,EDT,Women,Floral,"Iris, Vanilla",White Peach,4.8,Tiffany,4.1,75,129.25,39.53,75
996,Roberto Cavalli,Paradiso Assoluto,515,139,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",5,noon,4.2,98.1K,376,73.01,98100
997,Roberto Cavalli,Paradiso Azzurro,499,165,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amber wood, Sandalwood, Vanilla","Wild Jasmine, Watery Notes, Apple, Tuberose, Peach, Rose",4.7,Beauty Group,4.3,124,334,66.93,124
998,GUESS,Dare,170,75,100,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",4.9,noon,4.2,98.1K,95,55.88,98100
999,BURBERRY,For Women EDP Natural Sp,378,153.75,100,EDT,Women,Fruity,"Musk, Vanilla","Woody-Floral, Sandalwood, Cedar",4.8,noon,4.2,98.1K,224.25,59.33,98100
1000,JOVAN,Musk Cologne Sp,55,19,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,Cute,3.7,1.9K,36,65.45,1900
1001,SWISS ARABIAN,Layali CPO At,126,77,15,EDT,Unisex,Arabian,"Agarwood, Amber","Ylang-Ylang, Rose, Jasmine",4,Swiss Arabian PerfumesPRICE UPDATE WITH 15% VAT 1 JULY 2020,3.9,5,49,38.89,5
1002,LACOSTE,L.12.12 Blanc-Pure,347,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,noon,4.2,98.1K,252.8,72.85,98100
